14  36  37	 471.4	 372.4	 192.4	 029.5
14  36  47	 470.8	 371.8	 192.1	 029.9
14  36  57	 470.1	 371.2	 191.7	 029.9
14  37  07	 469.4	 370.7	 191.5	 029.2
14  37  17	 468.8	 370.1	 191.2	 029.6
14  37  27	 468.1	 369.5	 191.0	 029.6
14  37  37	 467.4	 368.9	 190.7	 029.9
14  37  47	 466.7	 368.3	 190.5	 029.9
14  37  57	 466.1	 367.7	 190.2	 029.2
14  38  07	 465.4	 367.2	 189.9	 029.3
14  38  17	 464.7	 366.6	 189.7	 029.1
14  38  27	 464.1	 366.0	 189.5	 029.2
14  38  37	 463.4	 365.4	 189.3	 029.7
14  38  47	 462.8	 364.9	 189.1	 029.8
14  38  57	 462.1	 364.2	 188.9	 029.5
14  39  07	 461.5	 363.7	 188.6	 029.4
14  39  17	 460.7	 363.1	 188.4	 029.2
14  39  27	 460.1	 362.5	 188.1	 029.2
14  39  37	 459.4	 361.9	 188.2	 029.2
14  39  47	 458.9	 361.5	 187.8	 029.5
14  39  57	 458.1	 360.9	 187.3	 029.4
14  40  07	 457.5	 360.4	 186.8	 029.5
14  40  17	 456.8	 359.8	 186.5	 029.5
14  40  27	 456.2	 359.2	 186.2	 029.6
14  40  37	 455.5	 358.7	 186.0	 029.6
14  40  47	 454.9	 358.1	 185.8	 029.7
14  40  57	 454.2	 357.6	 185.6	 029.4
14  41  07	 453.6	 357.0	 185.4	 029.3
14  41  17	 452.9	 356.5	 185.1	 029.4
14  41  27	 452.2	 355.9	 185.0	 029.6
14  41  37	 451.6	 355.3	 184.7	 029.7
14  41  47	 450.9	 354.8	 184.5	 029.6
14  41  57	 450.3	 354.2	 184.2	 029.7
14  42  07	 449.6	 353.7	 184.0	 029.2
14  42  17	 448.9	 353.1	 183.8	 029.2
14  42  27	 448.2	 352.6	 183.6	 029.3
14  42  37	 447.6	 352.0	 183.4	 029.5
14  42  47	 446.9	 351.5	 183.2	 029.3
14  42  57	 446.3	 350.9	 183.0	 029.1
14  43  07	 445.7	 350.4	 182.8	 029.1
14  43  17	 445.0	 349.8	 182.6	 029.2
14  43  27	 444.5	 349.4	 182.4	 029.2
