#Time	T1	T2	T3
12 58 40	267.4	292.8	171.8
12 58 41	267.3	292.8	171.8
12 58 42	267.3	292.7	171.7
12 58 43	267.3	292.7	171.7
12 58 44	267.2	292.6	171.7
12 58 45	267.2	292.6	171.7
12 58 46	267.2	292.6	171.7
12 58 47	267.2	292.6	171.7
12 58 48	267.2	292.5	171.7
12 58 49	267.1	292.5	171.7
12 58 50	267.1	292.5	171.7
12 58 51	267.1	292.4	171.7
12 58 52	267	292.4	171.7
12 58 53	267	292.4	171.7
12 58 54	267	292.3	171.7
12 58 55	267	292.3	171.7
12 58 56	266.9	292.2	171.6
12 58 57	266.9	292.2	171.6
12 58 58	266.8	292.2	171.6
12 58 59	266.8	292.1	171.6
12 59 00	266.7	292.1	171.6
12 59 01	266.7	292.1	171.6
12 59 02	266.7	292	171.6
12 59 03	266.7	292	171.5
12 59 04	266.6	291.9	171.5
12 59 05	266.6	291.9	171.5
12 59 06	266.5	291.8	171.5
12 59 07	266.5	291.8	171.5
12 59 08	266.5	291.8	171.5
12 59 09	266.5	291.7	171.5
12 59 10	266.4	291.7	171.5
12 59 11	266.4	291.6	171.5
12 59 12	266.3	291.6	171.5
12 59 13	266.3	291.5	171.5
12 59 14	266.2	291.5	171.5
12 59 15	266.2	291.5	171.5
12 59 16	266.2	291.5	171.4
12 59 17	266.2	291.4	171.4
12 59 18	266.1	291.4	171.4
12 59 19	266.1	291.3	171.4
12 59 20	266.1	291.3	171.4
12 59 21	266	291.2	171.4
12 59 22	266	291.2	171.3
12 59 23	265.9	291.2	171.3
12 59 24	265.9	291.1	171.3
12 59 25	265.9	291.1	171.3
12 59 26	265.8	291	171.3
12 59 27	265.8	291	171.3
12 59 28	265.8	290.9	171.2
12 59 29	265.7	290.9	171.2
12 59 30	265.7	290.8	171.2
12 59 31	265.7	290.8	171.2
12 59 32	265.6	290.8	171.2
12 59 33	265.6	290.7	171.2
12 59 34	265.6	290.7	171.1
12 59 35	265.5	290.6	171.1
12 59 36	265.5	290.6	171.1
12 59 37	265.4	290.6	171.1
12 59 38	265.4	290.5	171.1
12 59 39	265.4	290.5	171.1
12 59 40	265.4	290.4	171
12 59 41	265.3	290.4	171
12 59 42	265.3	290.3	171
12 59 43	265.3	290.3	171
12 59 44	265.2	290.3	171
12 59 45	265.2	290.3	171
12 59 46	265.1	290.2	170.9
12 59 47	265.1	290.2	170.9
12 59 48	265.1	290.1	170.9
12 59 49	265.1	290.1	170.9
12 59 50	265	290	170.8
12 59 51	265	290	170.8
12 59 52	264.9	289.9	170.8
12 59 53	264.9	289.9	170.8
12 59 54	264.9	289.9	170.8
12 59 55	264.9	289.8	170.7
12 59 56	264.8	289.8	170.7
12 59 57	264.8	289.7	170.7
12 59 58	264.7	289.7	170.7
12 59 59	264.7	289.6	170.7
13 00 00	264.7	289.6	170.7
13 00 01	264.7	289.6	170.6
13 00 02	264.6	289.5	170.6
13 00 03	264.6	289.5	170.6
13 00 04	264.5	289.5	170.6
13 00 05	264.5	289.4	170.5
13 00 06	264.4	289.4	170.5
13 00 07	264.4	289.4	170.5
13 00 08	264.4	289.3	170.5
13 00 09	264.4	289.3	170.5
13 00 10	264.3	289.2	170.5
13 00 11	264.3	289.2	170.5
13 00 12	264.3	289.2	170.5
13 00 13	264.3	289.2	170.5
13 00 14	264.2	289.1	170.5
13 00 15	264.2	289.1	170.5
13 00 16	264.2	289.1	170.4
13 00 17	264.2	289.1	170.4
13 00 18	264.2	289	170.4
13 00 19	264.1	289	170.4
13 00 20	264.1	288.9	170.4
13 00 21	264.1	288.9	170.4
13 00 22	264	288.8	170.4
13 00 23	264	288.8	170.3
13 00 24	263.9	288.8	170.3
13 00 25	263.9	288.7	170.3
13 00 26	263.9	288.7	170.3
13 00 27	263.8	288.6	170.3
13 00 28	263.8	288.6	170.2
13 00 29	263.8	288.5	170.2
13 00 30	263.7	288.5	170.2
13 00 31	263.7	288.5	170.2
13 00 32	263.7	288.4	170.2
13 00 33	263.6	288.4	170.2
13 00 34	263.6	288.4	170.1
13 00 35	263.6	288.3	170.1
13 00 36	263.5	288.3	170.1
13 00 37	263.5	288.3	170.1
13 00 38	263.4	288.2	170.1
13 00 39	263.4	288.2	170.1
13 00 40	263.4	288.1	170
13 00 41	263.4	288.1	170
13 00 42	263.3	288.1	170
13 00 43	263.3	288	170
13 00 44	263.3	288	170
13 00 45	263.2	288	170
13 00 46	263.2	287.9	170
13 00 47	263.2	287.9	169.9
13 00 48	263.1	287.8	169.9
13 00 49	263.1	287.8	169.9
13 00 50	263.1	287.7	169.9
13 00 51	263	287.7	169.9
13 00 52	263	287.6	169.9
13 00 53	263	287.6	169.9
13 00 54	262.9	287.6	169.9
13 00 55	262.9	287.5	169.9
13 00 56	262.9	287.5	169.8
13 00 57	262.8	287.4	169.8
13 00 58	262.8	287.4	169.8
13 00 59	262.7	287.4	169.8
13 01 00	262.7	287.3	169.8
13 01 01	262.7	287.3	169.8
13 01 02	262.6	287.3	169.7
13 01 03	262.6	287.2	169.7
13 01 04	262.6	287.2	169.7
13 01 05	262.5	287.1	169.7
13 01 06	262.5	287.1	169.7
13 01 07	262.5	287.1	169.7
13 01 08	262.4	287	169.7
13 01 09	262.4	287	169.7
13 01 10	262.4	286.9	169.7
13 01 11	262.4	286.9	169.6
13 01 12	262.3	286.8	169.6
13 01 13	262.3	286.8	169.6
13 01 14	262.2	286.8	169.6
13 01 15	262.2	286.8	169.6
13 01 16	262.2	286.7	169.6
13 01 17	262.2	286.7	169.5
13 01 18	262.1	286.6	169.5
13 01 19	262.1	286.6	169.5
13 01 20	262	286.5	169.5
13 01 21	262	286.5	169.5
13 01 22	262	286.4	169.5
13 01 23	261.9	286.4	169.4
13 01 24	261.9	286.4	169.4
13 01 25	261.9	286.3	169.4
13 01 26	261.8	286.3	169.4
13 01 27	261.8	286.2	169.4
13 01 28	261.7	286.2	169.3
13 01 29	261.7	286.1	169.3
13 01 30	261.7	286.1	169.3
13 01 31	261.7	286.1	169.3
13 01 32	261.6	286	169.3
13 01 33	261.6	286	169.3
13 01 34	261.5	286	169.2
13 01 35	261.5	285.9	169.2
13 01 36	261.5	285.9	169.2
13 01 37	261.4	285.9	169.2
13 01 38	261.4	285.8	169.2
13 01 39	261.4	285.8	169.2
13 01 40	261.4	285.7	169.1
13 01 41	261.3	285.7	169.1
13 01 42	261.3	285.6	169.1
13 01 43	261.3	285.6	169.1
13 01 44	261.2	285.6	169.1
13 01 45	261.2	285.6	169
13 01 46	261.2	285.5	169
13 01 47	261.2	285.5	169
13 01 48	261.2	285.5	169
13 01 49	261.1	285.4	169
13 01 50	261.1	285.4	169
13 01 51	261.1	285.4	169
13 01 52	261	285.3	169
13 01 53	261	285.3	169
13 01 54	261	285.3	168.9
13 01 55	261	285.2	168.9
13 01 56	260.9	285.2	168.9
13 01 57	260.9	285.1	168.9
13 01 58	260.8	285.1	168.9
13 01 59	260.8	285	168.9
13 02 00	260.8	285	168.8
13 02 01	260.8	285	168.8
13 02 02	260.7	285	168.8
13 02 03	260.7	284.9	168.8
13 02 04	260.6	284.9	168.8
13 02 05	260.6	284.8	168.7
13 02 06	260.6	284.8	168.7
13 02 07	260.5	284.8	168.7
13 02 08	260.5	284.7	168.7
13 02 09	260.5	284.7	168.7
13 02 10	260.5	284.6	168.7
13 02 11	260.4	284.6	168.6
13 02 12	260.4	284.5	168.6
13 02 13	260.3	284.5	168.6
13 02 14	260.3	284.5	168.6
13 02 15	260.3	284.5	168.6
13 02 16	260.2	284.4	168.6
13 02 17	260.2	284.4	168.6
13 02 18	260.2	284.3	168.6
13 02 19	260.1	284.3	168.5
13 02 20	260.1	284.2	168.5
13 02 21	260.1	284.2	168.5
13 02 22	260	284.1	168.5
13 02 23	260	284.1	168.5
13 02 24	259.9	284.1	168.5
13 02 25	259.9	284	168.5
13 02 26	259.9	284	168.4
13 02 27	259.8	284	168.4
13 02 28	259.8	283.9	168.4
13 02 29	259.8	283.9	168.4
13 02 30	259.7	283.8	168.4
13 02 31	259.7	283.8	168.4
13 02 32	259.7	283.8	168.4
13 02 33	259.6	283.7	168.3
13 02 34	259.6	283.7	168.3
13 02 35	259.6	283.6	168.3
13 02 36	259.6	283.6	168.3
13 02 37	259.5	283.6	168.3
13 02 38	259.5	283.5	168.3
13 02 39	259.5	283.5	168.2
13 02 40	259.4	283.5	168.2
13 02 41	259.4	283.4	168.2
13 02 42	259.4	283.4	168.2
13 02 43	259.3	283.3	168.2
13 02 44	259.3	283.3	168.1
13 02 45	259.2	283.3	168.1
13 02 46	259.2	283.2	168.1
13 02 47	259.2	283.2	168
13 02 48	259.2	283.1	168
13 02 49	259.1	283.1	168
13 02 50	259.1	283.1	167.9
13 02 51	259	283	167.9
13 02 52	259	283	167.9
13 02 53	259	283	167.9
13 02 54	258.9	282.9	167.8
13 02 55	258.9	282.9	167.8
13 02 56	258.9	282.8	167.7
13 02 57	258.9	282.8	167.7
13 02 58	258.8	282.7	167.6
13 02 59	258.8	282.7	167.6
13 03 00	258.8	282.7	167.6
13 03 01	258.8	282.7	167.5
13 03 02	258.7	282.6	167.5
13 03 03	258.7	282.6	167.4
13 03 04	258.7	282.6	167.4
13 03 05	258.7	282.5	167.4
13 03 06	258.6	282.5	167.3
13 03 07	258.6	282.5	167.3
13 03 08	258.6	282.4	167.3
13 03 09	258.6	282.4	167.3
13 03 10	258.6	282.4	167.2
13 03 11	258.5	282.4	167.2
13 03 12	258.5	282.3	167.2
13 03 13	258.5	282.3	167.2
13 03 14	258.4	282.2	167.1
13 03 15	258.4	282.2	167.1
13 03 16	258.4	282.2	167
13 03 17	258.4	282.2	167
13 03 18	258.3	282.1	166.9
13 03 19	258.3	282.1	166.9
13 03 20	258.2	282.1	166.8
13 03 21	258.2	282	166.8
13 03 22	258.2	282	166.8
13 03 23	258.1	282	166.7
13 03 24	258.1	281.9	166.7
13 03 25	258.1	281.9	166.6
13 03 26	258.1	281.8	166.5
13 03 27	258	281.8	166.5
13 03 28	258	281.7	166.4
13 03 29	258	281.7	166.4
13 03 30	257.9	281.6	166.4
13 03 31	257.9	281.6	166.3
13 03 32	257.9	281.6	166.3
13 03 33	257.9	281.6	166.3
13 03 34	257.8	281.5	166.2
13 03 35	257.8	281.5	166.2
13 03 36	257.8	281.4	166.1
13 03 37	257.7	281.4	166.1
13 03 38	257.7	281.4	166.1
13 03 39	257.7	281.4	166
13 03 40	257.7	281.3	166
13 03 41	257.6	281.3	165.9
13 03 42	257.6	281.2	165.9
13 03 43	257.6	281.2	165.9
13 03 44	257.5	281.1	165.9
13 03 45	257.5	281.1	165.8
13 03 46	257.4	281.1	165.8
13 03 47	257.4	281.1	165.7
13 03 48	257.4	281	165.7
13 03 49	257.4	281	165.6
13 03 50	257.3	280.9	165.6
13 03 51	257.3	280.9	165.6
13 03 52	257.3	280.9	165.6
13 03 53	257.2	280.9	165.5
13 03 54	257.2	280.8	165.5
13 03 55	257.2	280.8	165.5
13 03 56	257.2	280.7	165.5
13 03 57	257.2	280.7	165.5
13 03 58	257.1	280.6	165.4
13 03 59	257.1	280.6	165.4
13 04 00	257	280.5	165.4
13 04 01	257	280.5	165.4
13 04 02	257	280.5	165.4
13 04 03	257	280.5	165.4
13 04 04	256.9	280.4	165.3
13 04 05	256.9	280.4	165.3
13 04 06	256.9	280.3	165.3
13 04 07	256.8	280.3	165.3
13 04 08	256.8	280.3	165.3
13 04 09	256.8	280.2	165.3
13 04 10	256.8	280.2	165.3
13 04 11	256.7	280.1	165.2
13 04 12	256.7	280.1	165.2
13 04 13	256.6	280.1	165.2
13 04 14	256.6	280	165.2
13 04 15	256.6	280	165.2
13 04 16	256.5	280	165.2
13 04 17	256.5	279.9	165.1
13 04 18	256.5	279.9	165.1
13 04 19	256.4	279.9	165.1
13 04 20	256.4	279.8	165.1
13 04 21	256.4	279.8	165.1
13 04 22	256.3	279.7	165.1
13 04 23	256.3	279.7	165.1
13 04 24	256.3	279.7	165.1
13 04 25	256.3	279.6	165.1
13 04 26	256.3	279.6	165
13 04 27	256.2	279.5	165
13 04 28	256.2	279.5	165
13 04 29	256.1	279.4	165
13 04 30	256.1	279.4	165
13 04 31	256.1	279.4	165
13 04 32	256.1	279.3	165
13 04 33	256	279.3	165
13 04 34	256	279.2	165
13 04 35	255.9	279.2	165
13 04 36	255.9	279.2	165
13 04 37	255.9	279.2	165
13 04 38	255.8	279.1	165
13 04 39	255.8	279.1	165
13 04 40	255.8	279	164.9
13 04 41	255.8	279	164.9
13 04 42	255.7	278.9	164.9
13 04 43	255.7	278.9	164.9
13 04 44	255.6	278.8	164.9
13 04 45	255.6	278.8	164.9
13 04 46	255.6	278.8	164.9
13 04 47	255.6	278.8	164.9
13 04 48	255.6	278.7	164.9
13 04 49	255.5	278.7	164.9
13 04 50	255.5	278.6	164.9
13 04 51	255.4	278.6	164.9
13 04 52	255.4	278.5	164.9
13 04 53	255.4	278.5	164.9
13 04 54	255.3	278.5	164.9
13 04 55	255.3	278.5	164.9
13 04 56	255.3	278.4	164.9
13 04 57	255.3	278.4	164.9
13 04 58	255.2	278.3	164.9
13 04 59	255.2	278.3	164.9
13 05 00	255.1	278.2	164.9
13 05 01	255.1	278.2	164.8
13 05 02	255.1	278.2	164.8
13 05 03	255.1	278.1	164.8
13 05 04	255	278.1	164.8
13 05 05	255	278.1	164.8
13 05 06	254.9	278	164.8
13 05 07	254.9	278	164.8
13 05 08	254.9	278	164.7
13 05 09	254.9	277.9	164.7
13 05 10	254.8	277.9	164.7
13 05 11	254.8	277.8	164.7
13 05 12	254.7	277.8	164.7
13 05 13	254.7	277.8	164.7
13 05 14	254.7	277.7	164.7
13 05 15	254.7	277.7	164.7
13 05 16	254.6	277.7	164.7
13 05 17	254.6	277.6	164.7
13 05 18	254.6	277.6	164.7
13 05 19	254.5	277.6	164.7
13 05 20	254.5	277.5	164.7
13 05 21	254.5	277.5	164.7
13 05 22	254.4	277.4	164.7
13 05 23	254.4	277.4	164.7
13 05 24	254.4	277.4	164.7
13 05 25	254.4	277.3	164.7
13 05 26	254.3	277.3	164.7
13 05 27	254.3	277.2	164.7
13 05 28	254.2	277.2	164.7
13 05 29	254.2	277.2	164.7
13 05 30	254.2	277.1	164.6
13 05 31	254.2	277.1	164.6
13 05 32	254.1	277.1	164.6
13 05 33	254.1	277	164.6
13 05 34	254.1	277	164.6
13 05 35	254	276.9	164.6
13 05 36	254	276.9	164.5
13 05 37	254	276.9	164.5
13 05 38	253.9	276.9	164.5
13 05 39	253.9	276.8	164.5
13 05 40	253.9	276.8	164.5
13 05 41	253.9	276.7	164.5
13 05 42	253.8	276.7	164.5
13 05 43	253.8	276.6	164.5
13 05 44	253.8	276.6	164.5
13 05 45	253.7	276.6	164.5
13 05 46	253.7	276.6	164.5
13 05 47	253.7	276.5	164.5
13 05 48	253.6	276.5	164.5
13 05 49	253.6	276.4	164.5
13 05 50	253.6	276.4	164.5
13 05 51	253.5	276.4	164.5
13 05 52	253.5	276.3	164.4
13 05 53	253.4	276.3	164.4
13 05 54	253.4	276.3	164.4
13 05 55	253.4	276.2	164.4
13 05 56	253.4	276.2	164.4
13 05 57	253.3	276.2	164.4
13 05 58	253.3	276.1	164.4
13 05 59	253.3	276.1	164.4
13 06 00	253.3	276.1	164.4
13 06 01	253.3	276.1	164.4
13 06 02	253.2	276	164.4
13 06 03	253.2	276	164.4
13 06 04	253.2	276	164.4
13 06 05	253.2	275.9	164.4
13 06 06	253.1	275.9	164.4
13 06 07	253.1	275.9	164.4
13 06 08	253.1	275.9	164.4
13 06 09	253.1	275.8	164.4
13 06 10	253	275.8	164.4
13 06 11	253	275.7	164.4
13 06 12	253	275.7	164.4
13 06 13	252.9	275.6	164.4
13 06 14	252.9	275.6	164.4
13 06 15	252.8	275.6	164.4
13 06 16	252.8	275.5	164.4
13 06 17	252.8	275.5	164.4
13 06 18	252.7	275.5	164.4
13 06 19	252.7	275.4	164.3
13 06 20	252.7	275.4	164.3
13 06 21	252.6	275.3	164.3
13 06 22	252.6	275.3	164.3
13 06 23	252.5	275.3	164.3
13 06 24	252.5	275.2	164.3
13 06 25	252.5	275.2	164.3
13 06 26	252.5	275.2	164.2
13 06 27	252.4	275.1	164.2
13 06 28	252.4	275.1	164.2
13 06 29	252.3	275	164.2
13 06 30	252.3	275	164.2
13 06 31	252.3	275	164.2
13 06 32	252.3	274.9	164.2
13 06 33	252.3	274.9	164.2
13 06 34	252.2	274.9	164.2
13 06 35	252.2	274.8	164.2
13 06 36	252.1	274.8	164.2
13 06 37	252.1	274.8	164.2
13 06 38	252.1	274.7	164.2
13 06 39	252.1	274.7	164.1
13 06 40	252	274.6	164.1
13 06 41	252	274.6	164.1
13 06 42	252	274.6	164.1
13 06 43	251.9	274.5	164.1
13 06 44	251.9	274.5	164.1
13 06 45	251.8	274.5	164
13 06 46	251.8	274.4	164
13 06 47	251.8	274.4	164
13 06 48	251.8	274.4	164
13 06 49	251.7	274.3	163.9
13 06 50	251.7	274.3	163.9
13 06 51	251.7	274.2	163.9
13 06 52	251.6	274.2	163.9
13 06 53	251.6	274.2	163.9
13 06 54	251.6	274.1	163.9
13 06 55	251.6	274.1	163.9
13 06 56	251.5	274	163.8
13 06 57	251.5	274	163.8
13 06 58	251.4	273.9	163.8
13 06 59	251.4	273.9	163.8
13 07 00	251.4	273.9	163.8
13 07 01	251.4	273.9	163.8
13 07 02	251.3	273.8	163.8
13 07 03	251.3	273.8	163.8
13 07 04	251.2	273.8	163.7
13 07 05	251.2	273.7	163.7
13 07 06	251.2	273.7	163.7
13 07 07	251.1	273.7	163.7
13 07 08	251.1	273.6	163.7
13 07 09	251.1	273.6	163.7
13 07 10	251.1	273.5	163.6
13 07 11	251	273.5	163.6
13 07 12	251	273.4	163.6
13 07 13	250.9	273.4	163.6
13 07 14	250.9	273.4	163.6
13 07 15	250.9	273.4	163.6
13 07 16	250.8	273.3	163.6
13 07 17	250.8	273.3	163.6
13 07 18	250.8	273.2	163.6
13 07 19	250.8	273.2	163.5
13 07 20	250.7	273.2	163.5
13 07 21	250.7	273.1	163.5
13 07 22	250.7	273.1	163.5
13 07 23	250.6	273.1	163.5
13 07 24	250.6	273	163.5
13 07 25	250.6	273	163.4
13 07 26	250.5	272.9	163.4
13 07 27	250.5	272.9	163.4
13 07 28	250.5	272.8	163.4
13 07 29	250.4	272.8	163.4
13 07 30	250.4	272.8	163.4
13 07 31	250.4	272.8	163.4
13 07 32	250.3	272.7	163.4
13 07 33	250.3	272.7	163.3
13 07 34	250.3	272.6	163.3
13 07 35	250.2	272.6	163.3
13 07 36	250.2	272.5	163.3
13 07 37	250.1	272.5	163.3
13 07 38	250.1	272.5	163.3
13 07 39	250.1	272.5	163.2
13 07 40	250.1	272.4	163.2
13 07 41	250	272.4	163.2
13 07 42	250	272.3	163.2
13 07 43	250	272.3	163.2
13 07 44	250	272.3	163.2
13 07 45	249.9	272.3	163.1
13 07 46	249.9	272.2	163.1
13 07 47	249.9	272.2	163.1
13 07 48	249.8	272.1	163.1
13 07 49	249.8	272.1	163.1
13 07 50	249.8	272	163.1
13 07 51	249.7	272	163.1
13 07 52	249.7	272	163.1
13 07 53	249.7	272	163.1
13 07 54	249.7	271.9	163.1
13 07 55	249.7	271.9	163.1
13 07 56	249.6	271.9	163
13 07 57	249.6	271.8	163
13 07 58	249.6	271.8	163
13 07 59	249.6	271.8	163
13 08 00	249.5	271.8	163
13 08 01	249.5	271.8	163
13 08 02	249.5	271.7	163
13 08 03	249.4	271.7	163
13 08 04	249.4	271.7	163
13 08 05	249.4	271.6	162.9
13 08 06	249.3	271.6	162.9
13 08 07	249.3	271.6	162.9
13 08 08	249.3	271.5	162.9
13 08 09	249.3	271.5	162.9
13 08 10	249.2	271.4	162.9
13 08 11	249.2	271.4	162.8
13 08 12	249.1	271.3	162.8
13 08 13	249.1	271.3	162.8
13 08 14	249.1	271.2	162.8
13 08 15	249	271.2	162.8
13 08 16	249	271.2	162.8
13 08 17	249	271.2	162.8
13 08 18	248.9	271.1	162.7
13 08 19	248.9	271.1	162.7
13 08 20	248.9	271	162.7
13 08 21	248.8	271	162.7
13 08 22	248.8	271	162.7
13 08 23	248.8	271	162.7
13 08 24	248.7	270.9	162.6
13 08 25	248.7	270.9	162.6
13 08 26	248.7	270.8	162.6
13 08 27	248.7	270.8	162.6
13 08 28	248.6	270.7	162.6
13 08 29	248.6	270.7	162.6
13 08 30	248.5	270.6	162.5
13 08 31	248.5	270.6	162.5
13 08 32	248.5	270.6	162.5
13 08 33	248.5	270.6	162.5
13 08 34	248.4	270.5	162.5
13 08 35	248.4	270.5	162.4
13 08 36	248.4	270.4	162.4
13 08 37	248.3	270.4	162.4
13 08 38	248.3	270.4	162.4
13 08 39	248.3	270.4	162.4
13 08 40	248.2	270.3	162.4
13 08 41	248.2	270.3	162.4
13 08 42	248.2	270.2	162.4
13 08 43	248.1	270.2	162.4
13 08 44	248.1	270.1	162.3
13 08 45	248	270.1	162.3
13 08 46	248	270.1	162.3
13 08 47	248	270.1	162.3
13 08 48	248	270	162.3
13 08 49	247.9	270	162.3
13 08 50	247.9	269.9	162.2
13 08 51	247.8	269.9	162.2
13 08 52	247.8	269.8	162.2
13 08 53	247.8	269.8	162.2
13 08 54	247.7	269.8	162.2
13 08 55	247.7	269.7	162.2
13 08 56	247.7	269.7	162.2
13 08 57	247.7	269.7	162.2
13 08 58	247.6	269.6	162.2
13 08 59	247.6	269.6	162.2
13 09 00	247.5	269.5	162.1
13 09 01	247.5	269.5	162.1
13 09 02	247.5	269.5	162.1
13 09 03	247.5	269.5	162.1
13 09 04	247.5	269.4	162.1
13 09 05	247.4	269.4	162.1
13 09 06	247.4	269.3	162
13 09 07	247.3	269.3	162
13 09 08	247.3	269.3	162
13 09 09	247.3	269.2	162
13 09 10	247.3	269.2	162
13 09 11	247.2	269.2	162
13 09 12	247.2	269.1	162
13 09 13	247.2	269.1	162
13 09 14	247.1	269	161.9
13 09 15	247.1	269	161.9
13 09 16	247	269	161.9
13 09 17	247	268.9	161.9
13 09 18	247	268.9	161.9
13 09 19	247	268.8	161.8
13 09 20	246.9	268.8	161.8
13 09 21	246.9	268.7	161.8
13 09 22	246.8	268.7	161.8
13 09 23	246.8	268.7	161.8
13 09 24	246.8	268.7	161.8
13 09 25	246.8	268.6	161.7
13 09 26	246.7	268.6	161.7
13 09 27	246.7	268.6	161.7
13 09 28	246.7	268.5	161.7
13 09 29	246.6	268.5	161.7
13 09 30	246.6	268.4	161.7
13 09 31	246.6	268.4	161.6
13 09 32	246.5	268.4	161.6
13 09 33	246.5	268.3	161.6
13 09 34	246.5	268.3	161.6
13 09 35	246.4	268.3	161.6
13 09 36	246.4	268.2	161.5
13 09 37	246.4	268.2	161.5
13 09 38	246.3	268.2	161.5
13 09 39	246.3	268.1	161.5
13 09 40	246.3	268.1	161.5
13 09 41	246.3	268	161.5
13 09 42	246.2	268	161.5
13 09 43	246.2	267.9	161.5
13 09 44	246.2	267.9	161.4
13 09 45	246.1	267.9	161.4
13 09 46	246.1	267.9	161.4
13 09 47	246.1	267.8	161.4
13 09 48	246	267.8	161.4
13 09 49	246	267.7	161.4
13 09 50	246	267.7	161.4
13 09 51	245.9	267.7	161.4
13 09 52	245.9	267.6	161.4
13 09 53	245.8	267.6	161.4
13 09 54	245.8	267.6	161.4
13 09 55	245.8	267.5	161.4
13 09 56	245.8	267.5	161.3
13 09 57	245.7	267.4	161.3
13 09 58	245.7	267.4	161.3
13 09 59	245.7	267.4	161.3
13 10 00	245.6	267.3	161.3
13 10 01	245.6	267.3	161.3
13 10 02	245.6	267.3	161.2
13 10 03	245.5	267.2	161.2
13 10 04	245.5	267.2	161.2
13 10 05	245.5	267.2	161.2
13 10 06	245.4	267.1	161.2
13 10 07	245.4	267.1	161.2
13 10 08	245.4	267.1	161.2
13 10 09	245.4	267	161.1
13 10 10	245.3	267	161.1
13 10 11	245.3	266.9	161.1
13 10 12	245.2	266.9	161.1
13 10 13	245.2	266.8	161.1
13 10 14	245.2	266.8	161.1
13 10 15	245.1	266.8	161
13 10 16	245.1	266.7	161
13 10 17	245.1	266.7	161
13 10 18	245.1	266.7	161
13 10 19	245	266.6	161
13 10 20	245	266.6	160.9
13 10 21	245	266.6	160.9
13 10 22	244.9	266.5	160.9
13 10 23	244.9	266.5	160.9
13 10 24	244.9	266.5	160.9
13 10 25	244.9	266.5	160.9
13 10 26	244.9	266.4	160.9
13 10 27	244.8	266.4	160.9
13 10 28	244.8	266.4	160.9
13 10 29	244.8	266.3	160.9
13 10 30	244.8	266.3	160.9
13 10 31	244.8	266.3	160.9
13 10 32	244.7	266.3	160.9
13 10 33	244.7	266.2	160.9
13 10 34	244.6	266.2	160.9
13 10 35	244.6	266.1	160.9
13 10 36	244.6	266.1	160.8
13 10 37	244.5	266.1	160.8
13 10 38	244.5	266	160.8
13 10 39	244.5	266	160.8
13 10 40	244.5	265.9	160.8
13 10 41	244.4	265.9	160.8
13 10 42	244.4	265.9	160.8
13 10 43	244.3	265.8	160.8
13 10 44	244.3	265.8	160.8
13 10 45	244.3	265.8	160.7
13 10 46	244.2	265.8	160.7
13 10 47	244.2	265.7	160.7
13 10 48	244.2	265.7	160.7
13 10 49	244.2	265.7	160.7
13 10 50	244.1	265.6	160.6
13 10 51	244.1	265.6	160.6
13 10 52	244.1	265.5	160.6
13 10 53	244	265.5	160.6
13 10 54	244	265.5	160.6
13 10 55	244	265.4	160.6
13 10 56	244	265.4	160.6
13 10 57	243.9	265.3	160.5
13 10 58	243.9	265.3	160.5
13 10 59	243.9	265.3	160.5
13 11 00	243.8	265.2	160.5
13 11 01	243.8	265.2	160.5
13 11 02	243.8	265.2	160.5
13 11 03	243.7	265.1	160.4
13 11 04	243.7	265.1	160.4
13 11 05	243.7	265	160.4
13 11 06	243.6	265	160.4
13 11 07	243.6	265	160.4
13 11 08	243.6	264.9	160.4
13 11 09	243.6	264.9	160.4
13 11 10	243.5	264.9	160.4
13 11 11	243.5	264.8	160.3
13 11 12	243.4	264.8	160.3
13 11 13	243.4	264.7	160.3
13 11 14	243.4	264.7	160.3
13 11 15	243.3	264.7	160.3
13 11 16	243.3	264.7	160.3
13 11 17	243.3	264.6	160.2
13 11 18	243.3	264.6	160.2
13 11 19	243.2	264.6	160.2
13 11 20	243.2	264.5	160.2
13 11 21	243.1	264.5	160.2
13 11 22	243.1	264.4	160.2
13 11 23	243.1	264.4	160.1
13 11 24	243	264.4	160.1
13 11 25	243	264.4	160.1
13 11 26	243	264.3	160.1
13 11 27	243	264.3	160.1
13 11 28	242.9	264.2	160
13 11 29	242.9	264.2	160
13 11 30	242.9	264.1	160
13 11 31	242.9	264.1	160
13 11 32	242.8	264.1	160
13 11 33	242.8	264	160
13 11 34	242.8	264	160
13 11 35	242.7	263.9	160
13 11 36	242.7	263.9	159.9
13 11 37	242.7	263.9	159.9
13 11 38	242.6	263.9	159.9
13 11 39	242.6	263.8	159.9
13 11 40	242.6	263.8	159.9
13 11 41	242.6	263.8	159.9
13 11 42	242.5	263.7	159.8
13 11 43	242.5	263.7	159.8
13 11 44	242.4	263.6	159.8
13 11 45	242.4	263.6	159.8
13 11 46	242.4	263.6	159.8
13 11 47	242.4	263.5	159.8
13 11 48	242.3	263.5	159.7
13 11 49	242.3	263.5	159.7
13 11 50	242.3	263.4	159.7
13 11 51	242.2	263.4	159.7
13 11 52	242.2	263.3	159.7
13 11 53	242.1	263.3	159.7
13 11 54	242.1	263.3	159.6
13 11 55	242.1	263.3	159.6
13 11 56	242.1	263.2	159.6
13 11 57	242	263.2	159.6
13 11 58	242	263.1	159.5
13 11 59	242	263.1	159.5
13 12 00	241.9	263	159.5
13 12 01	241.9	263	159.5
13 12 02	241.9	263	159.5
